Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"OE-YOLO: An EfficientNet-Based YOLO Network for Rice Panicle Detection","OE-YOLO, an enhanced YOLO network, accurately detects rice panicles in complex field environments, offering a computationally efficient solution for real-time crop monitoring.","Hongqing Wu, Maoxue Guan, Jiannan Chen, Yue Pan, Jiayu Zheng, Zichen Jin, Hai Li, Suiyan Tan",2025,7,"Accurately detecting rice panicles in complex field environments remains challenging due to their small size, dense distribution, diverse growth directions, and easy confusion with the background. To accurately detect rice panicles, this study proposes OE-YOLO, an enhanced framework derived from YOLOv11, incorporating three synergistic innovations. First, oriented bounding boxes (OBB) replace horizontal bounding boxes (HBB) to precisely capture features of rice panicles across different heights and growth stages. Second, the backbone network is redesigned with EfficientNetV2, leveraging its compound scaling strategy to balance multi-scale feature extraction and computational efficiency. Third, a C3k2_DConv module improved by dynamic convolution is introduced, enabling input-adaptive kernel fusion to amplify discriminative features while suppressing background interference. Extensive experiments on rice Unmanned Aerial Vehicle (UAV) imagery demonstrate OE-YOLO's superiority, achieving 86.9% mAP50 and surpassing YOLOv8-obb and YOLOv11 by 2.8% and 8.3%, respectively, with only 2.45 M parameters and 4.8 GFLOPs. The model has also been validated at flight heights of 3 m and 10 m and during the heading and filling stages, achieving mAP50 improvements of 8.3%, 6.9%, 6.7%, and 16.6% compared to YOLOv11, respectively, demonstrating the generalization capability of the model. These advancements demonstrated OE-YOLO as a computationally frugal yet highly accurate solution for real-time crop monitoring, addressing critical needs in precision agriculture for robust, oriented detection under resource constraints.","","Plants","1","10.3390/plants14091370","https://consensus.app/papers/oeyolo-an-efficientnetbased-yolo-network-for-rice-panicle-wu-guan/b73907fc460f5dada3957a50b6acb1d9/"
"Vehicle Detection and Classification via YOLOv8 and Deep Belief Network over Aerial Image Sequences","The proposed model, using YOLOv8 and Deep Belief Network, achieves 95.6% accuracy in detecting and classifying vehicles in aerial image sequences compared to traditional methods.","Naif Al Mudawi, Asifa Mehmood Qureshi, Maha S. Abdelhaq, Abdullah Alshahrani, Abdulwahab Alazeb, Mohammed Alonazi, Asaad Algarni",2023,58,"Vehicle detection and classification are the most significant and challenging activities of an intelligent traffic monitoring system. Traditional methods are highly computationally expensive and also impose restrictions when the mode of data collection changes. This research proposes a new approach for vehicle detection and classification over aerial image sequences. The proposed model consists of five stages. All of the images are preprocessed in the first stage to reduce noise and raise the brightness level. The foreground items are then extracted from these images using segmentation. The segmented images are then passed onto the YOLOv8 algorithm to detect and locate vehicles in each image. The feature extraction phase is then applied to the detected vehicles. The extracted feature involves Scale Invariant Feature Transform (SIFT), Oriented FAST and Rotated BRIEF (ORB), and KAZE features. For classification, we used the Deep Belief Network (DBN) classifier. Based on classification, the experimental results across the three datasets produced better outcomes; the proposed model attained an accuracy of 95.6% over Vehicle Detection in Aerial Imagery (VEDAI) and 94.6% over Vehicle Aerial Imagery from a Drone (VAID) dataset, respectively. To compare our model with the other standard techniques, we have also drawn a comparative analysis with the latest techniques in the research.","","Sustainability","1","10.3390/su151914597","https://consensus.app/papers/vehicle-detection-and-classification-via-yolov8-and-deep-mudawi-qureshi/7cb737d430ff5b959c5626e060bea6f3/"
"Gaussian Focal Loss: Learning Distribution Polarized Angle Prediction for Rotated Object Detection in Aerial Images","Our novel loss function with adaptive Gaussian attenuation on negative locations improves object detection in aerial images by predicting precise angular information and avoiding discontinuous angle boundaries.","Jian Wang, Fan Li, Haixia Bi",2022,54,"With the increasing availability of aerial data, object detection in aerial images has aroused more and more attention in remote sensing community. The difficulty lies in accurately predicting the angular information for each target when using the oriented bounding boxes (OBBs) to represent the arbitrary-oriented objects, as the periodicity of the angle could cause inconsistency between target angle values. To resolve the problem, recent works propose to perform angular prediction from a regression problem to a classification task with a circular smooth label (CSL). However, we find that current loss functions applying to binary soft labels need to approximate the soft label values at each position. When summed over all the negative angle categories, these relatively insignificant loss values can overwhelm the target angle category, thus preventing the network from predicting precise angle information. In this article, we propose a novel loss function that acts as a more effective alternative to the classification-based rotated detectors. By constructing the classification loss with adaptive Gaussian attenuation on the negative locations, our training objective can not only avoid discontinuous angle boundaries but also enable the network to obtain more accurate angle predictions with higher responses at peaks. Moreover, an aspect ratio-aware factor was proposed based on our loss function to enhance the robustness of the model for determining the orientation for square-like objects. Extensive experiments on aerial image datasets DOTA, HRSC2016, and UCAS-AOD demonstrated the effectiveness and superior performances of our approaches.","","IEEE Transactions on Geoscience and Remote Sensing","1","10.1109/tgrs.2022.3175520","https://consensus.app/papers/gaussian-focal-loss-learning-distribution-polarized-wang-li/44dfb2daefc45d51baf5d59bf536bc92/"
"AProNet: Detecting objects with precise orientation from aerial images","AProNet effectively detects oriented objects in aerial images, overcoming the angular periodicity issue and achieving competitive performance on DOTA and HRSC2016 datasets.","Xianwei Zheng, Wanling Zhang, Linxi Huan, J. Gong, Hongyan Zhang",2021,17,"","","ISPRS Journal of Photogrammetry and Remote Sensing","1","10.1016/j.isprsjprs.2021.08.023","https://consensus.app/papers/apronet-detecting-objects-with-precise-orientation-from-zheng-zhang/54541f3540c859ddb4e85738bc3bc7d9/"
"Oriented Object Detection via Contextual Dependence Mining and Penalty-Incentive Allocation","The dual-focused detector (DFDet) improves oriented object detection in aerial images by exploring contextual knowledge and mitigating angle sensitivity.","Xingxing Xie, Gong Cheng, Chaofan Rao, Chunbo Lang, Junwei Han",2024,86,"Oriented object detection in aerial images has made significant advancements propelled by well-developed detection frameworks and diverse representation approaches to oriented bounding boxes. However, within modern oriented object detectors, the insufficient consideration given to certain factors, like contextual priors in aerial images and the sensitivity of the angle regression, hinder further improvement of detection performance. In this article, we propose a dual-focused detector (DFDet), which simultaneously focuses on the exploration of contextual knowledge and the mitigation of angle sensitivity. Specifically, DFDet contains two novel designs: a contextual dependence mining network (CDMN) and a penalty-incentive allocation strategy (PIAS). CDMN constructs multiple features containing contexts across various ranges with low computational burden and aggregates them into a compact yet informative representation that empowers the model for robust inference. PIAS dynamically calibrates the angle regression loss with a scalable penalty term determined by the angle regression sensitivity, incentivizing model to boost regression capacity for large aspect ratio objects challenging to be localized accurately. Extensive experiments on four widely-used benchmarks demonstrate the effectiveness of our approach, and new state-of-the-arts for one-stage object detection in aerial images are established. Without bells and whistles, DFDet with ResNet50 achieves 74.71% mean of average precision (mAP) running at 23.4 frames per second (FPS) on the most widely-used DOTA-v1.0 dataset. The source code is available at https://github.com/DDGRCF/DFDet.","","IEEE Transactions on Geoscience and Remote Sensing","1","10.1109/tgrs.2024.3385985","https://consensus.app/papers/oriented-object-detection-via-contextual-dependence-xie-cheng/6eb81714e2405af085c37563a5993927/"
"G-Rep: Gaussian Representation for Arbitrary-Oriented Object Detection","G-Rep provides a unified solution for arbitrary-oriented object detection, addressing problems in various representations and achieving excellent performance on various datasets.","Liping Hou, Ke Lu, Xue Yang, Yuqiu Li, Jian Xue",2022,97,"Typical representations for arbitrary-oriented object detection tasks include the oriented bounding box (OBB), the quadrilateral bounding box (QBB), and the point set (PointSet). Each representation encounters problems that correspond to its characteristics, such as boundary discontinuity, square-like problems, representation ambiguity, and isolated points, which lead to inaccurate detection. Although many effective strategies have been proposed for various representations, there is still no unified solution. Current detection methods based on Gaussian modeling have demonstrated the possibility of resolving this dilemma; however, they remain limited to OBB. To go further, in this paper, we propose a unified Gaussian representation called G-Rep to construct Gaussian distributions for OBB, QBB, and PointSet, which achieves a unified solution to various representations and problems. Specifically, PointSet- or QBB-based object representations are converted into Gaussian distributions and their parameters are optimized using the maximum likelihood estimation algorithm. Then, three optional Gaussian metrics are explored to optimize the regression loss of the detector because of their excellent parameter optimization mechanisms. Furthermore, we also use Gaussian metrics for sampling to align label assignment and regression loss. Experimental results obtained on several publicly available datasets, such as DOTA, HRSC2016, UCAS-AOD, and ICDAR2015, show the excellent performance of the proposed method for arbitrary-oriented object detection.","","ArXiv","1","10.3390/rs15030757","https://consensus.app/papers/grep-gaussian-representation-for-arbitraryoriented-hou-lu/605a6c88e2f35f559b51ebbe3a387a06/"
"RAIH-Det: An End-to-End Rotated Aircraft and Aircraft Head Detector Based on ConvNeXt and Cyclical Focal Loss in Optical Remote Sensing Images","The RAIH-Det, based on ConvNeXt-T and cyclical local loss, effectively detects aircraft and their heads in optical remote sensing images, improving aircraft trajectory judgment.","Fei Song, Ruofei Ma, Tao Lei, Zhenming Peng",2023,13,"In airport ground-traffic surveillance systems, the detection of an aircraft and its head (AIH) is an important task in aircraft trajectory judgment. However, accurately detecting an AIH in high-resolution optical remote sensing images is a challenging task due to the difficulty in effectively modeling the features of aircraft objects, such as changes in appearance, large-scale differences, complex compositions, and cluttered background. In this paper, we propose an end-to-end rotated aircraft and aircraft head detector (RAIH-Det) based on ConvNeXt-T (Tiny) and cyclical local loss. Firstly, a new U-shaped network based on ConvNeXt-T with the same performance as the Local Vision Transformer (e.g., Swin Transformer) is presented to assess the relationships among aircraft in the spatial domain. Then, in order to enhance the sharing of more mutual information, the extended BBAVectors with six vectors captures the oriented bounding box (OBB) of the aircraft in any direction, which can assist in head keypoint detection by exploiting the relationship between the local and overall structural information of aircraft. Simultaneously, variant cyclical focal loss is adopted to regress the heatmap location of keypoints on the aircraft head to focus on more reliable samples. Furthermore, to perform a study on AIH detection and simplify aircraft head detection, the OBBs of the “plane” category in the DOTA-v1.5 dataset and the corresponding head keypoints annotated by our volunteers were integrated into a new dataset called DOTA-Plane. Compared with other state-of-the-art rotated object and keypoint detectors, RAIH-Det, as evaluated on DOTA-Plane, offered superior performance.","","Remote. Sens.","1","10.3390/rs15092364","https://consensus.app/papers/raihdet-an-endtoend-rotated-aircraft-and-aircraft-head-song-ma/2b9c2a46294f548580ec6e1bb73619b1/"
"Sparse Label Assignment for Oriented Object Detection in Aerial Images","Sparse label assignment strategy improves object detection in aerial images by selecting high-quality sparse anchors based on the posterior intersection-over-unit, resulting in balanced training and better performance.","Qi Ming, Lingjuan Miao, Zhiqiang Zhou, Junjie Song, Xue Yang",2021,81,"Object detection in aerial images has received extensive attention in recent years. The current mainstream anchor-based methods directly divide the training samples into positives and negatives according to the intersection-over-unit (IoU) of the preset anchors. This label assignment strategy assigns densely arranged samples for training, which leads to a suboptimal learning process and cause the model to suffer serious duplicate detections and missed detections. In this paper, we propose a sparse label assignment strategy (SLA) to select high-quality sparse anchors based on the posterior IoU of detections. In this way, the inconsistency between classification and regression is alleviated, and better performance can be achieved through balanced training. Next, to accurately detect small and densely arranged objects, we use a position-sensitive feature pyramid network (PS-FPN) with a coordinate attention module to extract position-sensitive features for accurate localization. Finally, the distance rotated IoU loss is proposed to eliminate the inconsistency between the training loss and the evaluation metric for better bounding box regression. Extensive experiments on the DOTA, HRSC2016, and UCAS-AOD datasets demonstrate the superiority of the proposed approach.","","Remote. Sens.","1","10.3390/rs13142664","https://consensus.app/papers/sparse-label-assignment-for-oriented-object-detection-in-ming-miao/bf394f1162325e67adf8674292e5b967/"
"PMHO: Point-Supervised Oriented Object Detection Based on Segmentation-Driven Proposal Generation","Our PMHO method achieves weakly supervised oriented object detection using single-point object annotations, achieving state-of-the-art performance on public DIOR and DIOR-R datasets.","Shun Zhang, Jihui Long, Yaohui Xu, Shaohui Mei",2024,15,"Oriented object detection has gained increasing attention due to its ability to detect objects with arbitrary orientations in the field of remote sensing (RS) images. However, the laborious task of annotating oriented bounding boxes (OBBs) presents significant challenges for training a fully supervised arbitrary-oriented object detector. Some existing approaches apply annotated horizontal bounding boxes (HBBs) as weakly supervised signals, in which even HBB annotations require significant human efforts. In this article, we propose a point-to-mask-to-HBB-to-OBB (PMHO) method that achieves weakly supervised oriented object detection by requiring only single-point object annotations. Specifically, we first take the input images and the given annotated points as prompts to obtain the initial segmentation masks, and then present a neighboring mask combination scheme to address the over-segmentation issue and a point-centric mask selection strategy to filtrate the related masks. Based on positive and negative proposal bags transferred from the mask regions, the pseudo-HBB generation network which consists of a classification branch for classification and an instance branch for the localization of individual proposals, aims to generate pseudo HBBs for each object. For further refinement of pseudo HBBs, we present a pseudo-HBB filtering strategy with K-means clustering on features extracted by a CNN model pretrained on a large-scale offline RS dataset. To train the oriented object detector, an inscribed ellipse constraint is proposed to measure the regression loss between predicted OBBs and the given pseudo HBBs. Extensive experiments including OBB detection, pseudo-HBB generation, and ablation studies are conducted on public DIOR and DIOR-R datasets, which demonstrates that our method achieves state-of-the-art performance.","","IEEE Transactions on Geoscience and Remote Sensing","1","10.1109/tgrs.2024.3450732","https://consensus.app/papers/pmho-pointsupervised-oriented-object-detection-based-on-zhang-long/6ca70e78542552a9a603bc60afea8a29/"
"Break Through the Border Restriction of Horizontal Bounding Box for Arbitrary-Oriented Ship Detection in SAR Images","Our novel encode representation for oriented bounding box in SAR images improves ship detection accuracy by breaking through the horizontal bounding box boundary.","Pengfei Guo, T. Çelik, Nanqing Liu, Hengchao Li",2023,20,"Substantial progress has been made in detecting ships of arbitrary orientation in synthetic aperture radar (SAR) images. However, the mainstream method is still limited by the horizontal bounding box (HBB) boundary, which cannot provide scaling information for the length and width of the oriented bounding box (OBB) in an intuitive way. In this study, we propose a novel encode representation to describe the OBB by breaking through the border restriction of the HBB. Specifically, we derive an inclination factor from two left-top point offsets (LTPO), which enables us to directly infer the coordinates of the four OBB vertices and obtain an oriented rectangular proposal. To obtain high-quality oriented semantic features, we utilize a feature adaptive module (FAM) to learn the shape and orientation implied by arbitrary-oriented ships through spatial transformation. Our comparative experiments demonstrate that our proposed method achieves superior performance and detection accuracy on two commonly-used benchmark datasets for oriented SAR ship detection dataset named SSDD and high-resolution SAR images dataset (HRSID).","","IEEE Geoscience and Remote Sensing Letters","1","10.1109/lgrs.2023.3270897","https://consensus.app/papers/break-through-the-border-restriction-of-horizontal-guo-elik/fa3a79a511085ab8b190b86329b9e4dd/"
"A Modified YOLOv8 Detection Network for UAV Aerial Image Recognition","The proposed aerial image detection model improves UAV multitarget detection performance and robustness by incorporating Bi-PAN-FPN, GhostblockV2, WiseIoU loss, and dynamic nonmonotonic focusing mechanism.","Yiting Li, Qingsong Fan, Haisong Huang, Zhenggong Han, Qian Gu",2023,349,"UAV multitarget detection plays a pivotal role in civil and military fields. Although deep learning methods provide a more effective solution to this task, changes in target size, shape change, occlusion, and lighting conditions from the perspective of drones still bring great challenges to research in this field. Based on the above problems, this paper proposes an aerial image detection model with excellent performance and strong robustness. First, in view of the common problem that small targets in aerial images are prone to misdetection and missed detection, the idea of Bi-PAN-FPN is introduced to improve the neck part in YOLOv8-s. By fully considering and reusing multiscale features, a more advanced and complete feature fusion process is achieved while maintaining the parameter cost as much as possible. Second, the GhostblockV2 structure is used in the backbone of the benchmark model to replace part of the C2f module, which suppresses information loss during long-distance feature transmission while significantly reducing the number of model parameters; finally, WiseIoU loss is used as bounding box regression loss, combined with a dynamic nonmonotonic focusing mechanism, and the quality of anchor boxes is evaluated by using “outlier” so that the detector takes into account different quality anchor boxes to improve the overall performance of the detection task. The algorithm’s performance is compared and evaluated on the VisDrone2019 dataset, which is widely used worldwide, and a detailed ablation experiment, contrast experiment, interpretability experiment, and self-built dataset experiment are designed to verify the effectiveness and feasibility of the proposed model. The results show that the proposed aerial image detection model has achieved obvious results and advantages in various experiments, which provides a new idea for the deployment of deep learning in the field of UAV multitarget detection.","","Drones","1","10.3390/drones7050304","https://consensus.app/papers/a-modified-yolov8-detection-network-for-uav-aerial-image-li-fan/b43b861ce90e5838ae4d3d4cc7f5d21f/"

